position, density-ex, pressure-ex, internal-energy-ex, velocity-ex, zero
1.056000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.056500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.057000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.057500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.058000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.058500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.059000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.059500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.060000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.060500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.061000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.061500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.062000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.062500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.063000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.063500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.064000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.064500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.065000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.065500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.066000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.066500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.067000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.067500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.068000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.068500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.069000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.069500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.070000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.070500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.071000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.071500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.072000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.072500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.073000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.073500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.074000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.074500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.075000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.075500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.076000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.076500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.077000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.077500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.078000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.078500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.079000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.079500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.080000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.080500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.081000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.081500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.082000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.082500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.083000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.083500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.084000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.084500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.085000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.085500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.086000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.086500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.087000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.087500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.088000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.088500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.089000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.089500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.090000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.090500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.091000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.091500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.092000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.092500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.093000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.093500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.094000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.094500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.095000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.095500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.096000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.096500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.097000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.097500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.098000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.098500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.099000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.099500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.100000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.100500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.101000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.101500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.102000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.102500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.103000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.103500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.104000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.104500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.105000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.105500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.106000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.106500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.107000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.107500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.108000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.108500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.109000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.109500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.110000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.110500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.111000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.111500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.112000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.112500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.113000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.113500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.114000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.114500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.115000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.115500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.116000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.116500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.117000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.117500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.118000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.118500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.119000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.119500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.120000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.120500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.121000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.121500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.122000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.122500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.123000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.123500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.124000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.124500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.125000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.125500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.126000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.126500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.127000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.127500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.128000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.128500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.129000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.129500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.130000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.130500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.131000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.131500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.132000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.132500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.133000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.133500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.134000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.134500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.135000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.135500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.136000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.136500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.137000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.137500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.138000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.138500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.139000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.139500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.140000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.140500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.141000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.141500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.142000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.142500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.143000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.143500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.144000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.144500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.145000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.145500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.146000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.146500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.147000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.147500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.148000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.148500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.149000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.149500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.150000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.150500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.151000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.151500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.152000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.152500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.153000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.153500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.154000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.154500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.155000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.155500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.156000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.156500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.157000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.157500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.158000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.158500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.159000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.159500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.160000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.160500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.161000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.161500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.162000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.162500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.163000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.163500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.164000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.164500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.165000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.165500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.166000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.166500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.167000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.167500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.168000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.168500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.169000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.169500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.170000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.170500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.171000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.171500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.172000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.172500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.173000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.173500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.174000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.174500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.175000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.175500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.176000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.176500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.177000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.177500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.178000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.178500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.179000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.179500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.180000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.180500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.181000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.181500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.182000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.182500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.183000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.183500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.184000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.184500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.185000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.185500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.186000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.186500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.187000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.187500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.188000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.188500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.189000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.189500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.190000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.190500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.191000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.191500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.192000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.192500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.193000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.193500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.194000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.194500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.195000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.195500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.196000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.196500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.197000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.197500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.198000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.198500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.199000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.199500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.200000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
