# Exact Riemann solution for problem: sedov
# Discretization: 1001
# Domain bounds: [0.00000e+00,1.20000e+00]
# Gamma: 1.40000e+00
# Time: 1.00000e+00
                   x                  rho                    P                |v_i|                 eint                 Cspd
  2.688000000000e-01   1.160286627993e-02   4.372830262614e-02   9.601370386373e-02   9.421875071890e+00   2.297008933430e+00
  2.700000000000e-01   1.186437608459e-02   4.372917352954e-02   9.644265242649e-02   9.214385404208e+00   2.271575626378e+00
  2.712000000000e-01   1.213048808550e-02   4.373006764861e-02   9.687145420042e-02   9.012429537129e+00   2.246544132839e+00
  2.724000000000e-01   1.240151324692e-02   4.373098634582e-02   9.730050613429e-02   8.815655290432e+00   2.221883651914e+00
  2.736000000000e-01   1.267732169263e-02   4.373192950662e-02   9.772949713245e-02   8.624047446085e+00   2.197604734662e+00
  2.748000000000e-01   1.295825468484e-02   4.373289863311e-02   9.815885030183e-02   8.437266378990e+00   2.173676418475e+00
  2.760000000000e-01   1.324399842808e-02   4.373389297911e-02   9.858798346384e-02   8.255417202100e+00   2.150124097157e+00
  2.772000000000e-01   1.353452748615e-02   4.373491277688e-02   9.901677514713e-02   8.078396682417e+00   2.126946671206e+00
  2.784000000000e-01   1.383057180703e-02   4.373596094129e-02   9.944619797878e-02   7.905667522555e+00   2.104085029801e+00
  2.796000000000e-01   1.413191298599e-02   4.373703707507e-02   9.987581727396e-02   7.737281767587e+00   2.081556578585e+00
  2.808000000000e-01   1.443795345662e-02   4.373813938273e-02   1.003046994809e-01   7.573465919899e+00   2.059403048250e+00
  2.820000000000e-01   1.474942356655e-02   4.373927083922e-02   1.007337870596e-01   7.413725465586e+00   2.037568713130e+00
  2.832000000000e-01   1.506662286575e-02   4.374043292450e-02   1.011633805544e-01   7.257836297200e+00   2.016032818788e+00
  2.844000000000e-01   1.538885245277e-02   4.374162345133e-02   1.015924409957e-01   7.106056735806e+00   1.994841289940e+00
  2.856000000000e-01   1.571641128617e-02   4.374284387858e-02   1.020212929890e-01   6.958147614314e+00   1.973971292602e+00
  2.868000000000e-01   1.605020785487e-02   4.374409800178e-02   1.024510175910e-01   6.813634190490e+00   1.953365082793e+00
  2.880000000000e-01   1.638965904088e-02   4.374538405606e-02   1.028807509802e-01   6.672711120310e+00   1.933059292255e+00
  2.892000000000e-01   1.673443131119e-02   4.374670116042e-02   1.033099927969e-01   6.535432896839e+00   1.913071462918e+00
  2.904000000000e-01   1.708485929516e-02   4.374805097553e-02   1.037390862737e-01   6.401581982580e+00   1.893379494514e+00
  2.916000000000e-01   1.744142881002e-02   4.374943579378e-02   1.041685326210e-01   6.270907657611e+00   1.873955252471e+00
  2.928000000000e-01   1.780395515608e-02   4.375085533321e-02   1.045980119465e-01   6.143417986295e+00   1.854808365391e+00
  2.940000000000e-01   1.817245904044e-02   4.375231010223e-02   1.050274614667e-01   6.019040957097e+00   1.835936528308e+00
  2.952000000000e-01   1.854706223500e-02   4.375380101552e-02   1.054569366637e-01   5.897672696238e+00   1.817332305852e+00
  2.964000000000e-01   1.892784207099e-02   4.375532882424e-02   1.058864390708e-01   5.779228379567e+00   1.798990798353e+00
  2.976000000000e-01   1.931520954648e-02   4.375689564433e-02   1.063163367399e-01   5.663528466911e+00   1.780891894942e+00
  2.988000000000e-01   1.970824833371e-02   4.375849821150e-02   1.067455356470e-01   5.550784812349e+00   1.763076712714e+00
  3.000000000000e-01   2.010823223675e-02   4.376014217872e-02   1.071753450423e-01   5.440575489617e+00   1.745486257232e+00
  3.012000000000e-01   2.051429536761e-02   4.376182446609e-02   1.076047465150e-01   5.333088912132e+00   1.728157918361e+00
  3.024000000000e-01   2.092710016064e-02   4.376354828669e-02   1.080343626909e-01   5.228095143470e+00   1.711062032874e+00
  3.036000000000e-01   2.134679547170e-02   4.376531477066e-02   1.084642548844e-01   5.125513432295e+00   1.694192291945e+00
  3.048000000000e-01   2.177280879661e-02   4.376712199563e-02   1.088937581411e-01   5.025433604418e+00   1.677570510731e+00
  3.060000000000e-01   2.220612215841e-02   4.376897463486e-02   1.093237787908e-01   4.927579692060e+00   1.661157616710e+00
  3.072000000000e-01   2.264572416836e-02   4.377086886974e-02   1.097532343143e-01   4.832133932251e+00   1.644990882060e+00
  3.084000000000e-01   2.309240082272e-02   4.377280858094e-02   1.101828233637e-01   4.738875887893e+00   1.629039746974e+00
  3.096000000000e-01   2.354695276049e-02   4.377479781876e-02   1.106132151807e-01   4.647607512533e+00   1.613276233947e+00
  3.108000000000e-01   2.400780896414e-02   4.377683024238e-02   1.110428431446e-01   4.558603234864e+00   1.597753989676e+00
  3.120000000000e-01   2.447618283798e-02   4.377891171879e-02   1.114727715346e-01   4.471582845311e+00   1.582430533507e+00
  3.132000000000e-01   2.495186875320e-02   4.378104190081e-02   1.119027270133e-01   4.386549393740e+00   1.567312240906e+00
  3.144000000000e-01   2.543493269060e-02   4.378322164308e-02   1.123326919077e-01   4.303453657188e+00   1.552396227780e+00
  3.156000000000e-01   2.592551192316e-02   4.378545213418e-02   1.127627110374e-01   4.222236022182e+00   1.537677525498e+00
  3.168000000000e-01   2.642367818265e-02   4.378773427979e-02   1.131927697889e-01   4.142850020455e+00   1.523153311868e+00
  3.180000000000e-01   2.692966710414e-02   4.379006975437e-02   1.136229921269e-01   4.065225684468e+00   1.508816219194e+00
  3.192000000000e-01   2.744313713832e-02   4.379245757051e-02   1.140530142382e-01   3.989381511832e+00   1.494675097346e+00
  3.204000000000e-01   2.796462030588e-02   4.379490080072e-02   1.144832085995e-01   3.915206099859e+00   1.480714495074e+00
  3.216000000000e-01   2.849427971352e-02   4.379740084350e-02   1.149136276074e-01   3.842648531902e+00   1.466929847629e+00
  3.228000000000e-01   2.903151985696e-02   4.379995549918e-02   1.153437170499e-01   3.771758739724e+00   1.453335781657e+00
  3.240000000000e-01   2.957711002046e-02   4.380256904551e-02   1.157740231720e-01   3.702404411317e+00   1.439911966176e+00
  3.252000000000e-01   3.013121131960e-02   4.380524292256e-02   1.162045907403e-01   3.634540481788e+00   1.426654362416e+00
  3.264000000000e-01   3.069308301968e-02   4.380797419289e-02   1.166347757602e-01   3.568228561855e+00   1.413579850818e+00
  3.276000000000e-01   3.126375072405e-02   4.381076849350e-02   1.170652939309e-01   3.503319937537e+00   1.400663830125e+00
  3.288000000000e-01   3.184274397673e-02   4.381362420130e-02   1.174957150474e-01   3.439843644859e+00   1.387916582912e+00
  3.300000000000e-01   3.243052409892e-02   4.381654427102e-02   1.179263107134e-01   3.377724033796e+00   1.375327400631e+00
  3.312000000000e-01   3.302690824056e-02   4.381952848795e-02   1.183568747142e-01   3.316956598600e+00   1.362899737771e+00
  3.324000000000e-01   3.363246826730e-02   4.382258042766e-02   1.187877451973e-01   3.257460921347e+00   1.350621381422e+00
  3.336000000000e-01   3.424668535850e-02   4.382569819159e-02   1.192184810452e-01   3.199265690447e+00   1.338502441780e+00
  3.348000000000e-01   3.486947019656e-02   4.382888200880e-02   1.196489603983e-01   3.142353594831e+00   1.326543634075e+00
  3.360000000000e-01   3.550203077397e-02   4.383213879723e-02   1.200799455850e-01   3.086593769544e+00   1.314721457551e+00
  3.372000000000e-01   3.614357833122e-02   4.383546526048e-02   1.205108238114e-01   3.032036898697e+00   1.303050522148e+00
  3.384000000000e-01   3.679445626113e-02   4.383886391849e-02   1.209417603663e-01   2.978632406426e+00   1.291523963230e+00
  3.396000000000e-01   3.745477075913e-02   4.384233608902e-02   1.213727571063e-01   2.926351917288e+00   1.280139474308e+00
  3.408000000000e-01   3.812472483482e-02   4.384588361896e-02   1.218038771365e-01   2.875160660761e+00   1.268893206707e+00
  3.420000000000e-01   3.880414202033e-02   4.384950635383e-02   1.222349404426e-01   2.825053207649e+00   1.257787659457e+00
  3.432000000000e-01   3.949342530278e-02   4.385320723396e-02   1.226661364760e-01   2.775981501842e+00   1.246815800763e+00
  3.444000000000e-01   4.019237553124e-02   4.385698599194e-02   1.230972749043e-01   2.727941892726e+00   1.235980363892e+00
  3.456000000000e-01   4.090167582935e-02   4.386084714880e-02   1.235287083287e-01   2.680871031532e+00   1.225270491629e+00
  3.468000000000e-01   4.162070549353e-02   4.386478815603e-02   1.239599928050e-01   2.634793646329e+00   1.214695205368e+00
  3.480000000000e-01   4.235010714421e-02   4.386881336628e-02   1.243914503305e-01   2.589651852408e+00   1.204244591995e+00
  3.492000000000e-01   4.308990311043e-02   4.387292376952e-02   1.248230255197e-01   2.545429474341e+00   1.193918131880e+00
  3.504000000000e-01   4.384015159448e-02   4.387712055935e-02   1.252546859527e-01   2.502108168170e+00   1.183714735135e+00
  3.516000000000e-01   4.460076702047e-02   4.388140412449e-02   1.256863194315e-01   2.459677661168e+00   1.173635160625e+00
  3.528000000000e-01   4.537228274445e-02   4.388577836028e-02   1.261181634597e-01   2.418094027110e+00   1.163672056544e+00
  3.540000000000e-01   4.615439661719e-02   4.389024245711e-02   1.265499840896e-01   2.377359779023e+00   1.153829049839e+00
  3.552000000000e-01   4.694735809901e-02   4.389479873800e-02   1.269818578474e-01   2.337447756135e+00   1.144102593055e+00
  3.564000000000e-01   4.775144557462e-02   4.389944973046e-02   1.274138721806e-01   2.298330930205e+00   1.134489013131e+00
  3.576000000000e-01   4.856677970106e-02   4.390419708191e-02   1.278460263506e-01   2.259991158162e+00   1.124986688175e+00
  3.588000000000e-01   4.939295481016e-02   4.390903936190e-02   1.282780457730e-01   2.222434329484e+00   1.115599939275e+00
  3.600000000000e-01   5.023072894591e-02   4.391398196374e-02   1.287102663940e-01   2.185613412610e+00   1.106319805057e+00
  3.612000000000e-01   5.108001272235e-02   4.391902534758e-02   1.291425774888e-01   2.149521065427e+00   1.097147117136e+00
  3.624000000000e-01   5.194092327104e-02   4.392417119650e-02   1.295749767028e-01   2.114140856107e+00   1.088080364413e+00
  3.636000000000e-01   5.281358780467e-02   4.392942127095e-02   1.300074663153e-01   2.079456400189e+00   1.079117965797e+00
  3.648000000000e-01   5.369826482702e-02   4.393477814698e-02   1.304401118193e-01   2.045446826285e+00   1.070257082537e+00
  3.660000000000e-01   5.459485056990e-02   4.394024222441e-02   1.308728011345e-01   2.012105618283e+00   1.061498538029e+00
  3.672000000000e-01   5.550340879332e-02   4.394581491571e-02   1.313055068301e-01   1.979419637060e+00   1.052841392022e+00
  3.684000000000e-01   5.642442998796e-02   4.395150028388e-02   1.317384017640e-01   1.947361288951e+00   1.044280767712e+00
  3.696000000000e-01   5.735770003670e-02   4.395729807609e-02   1.321713246828e-01   1.915928377880e+00   1.035818464603e+00
  3.708000000000e-01   5.830371157783e-02   4.396321243610e-02   1.326044436821e-01   1.885094929909e+00   1.027449833690e+00
  3.720000000000e-01   5.926243801686e-02   4.396924430655e-02   1.330376846464e-01   1.854852997021e+00   1.019174998875e+00
  3.732000000000e-01   6.023367014697e-02   4.397539346388e-02   1.334708958597e-01   1.825199815841e+00   1.010995497948e+00
  3.744000000000e-01   6.121788393470e-02   4.398166402780e-02   1.339042327055e-01   1.796111740595e+00   1.002907061862e+00
  3.756000000000e-01   6.221544087910e-02   4.398805945544e-02   1.343377928248e-01   1.767570028995e+00   9.949066369449e-01
  3.768000000000e-01   6.322623098067e-02   4.399458020827e-02   1.347714674166e-01   1.739569935053e+00   9.869950170236e-01
  3.780000000000e-01   6.425020497115e-02   4.400122712310e-02   1.352051782849e-01   1.712104542813e+00   9.791723770486e-01
  3.792000000000e-01   6.528770434252e-02   4.400800358626e-02   1.356390131460e-01   1.685156647391e+00   9.714359075815e-01
  3.804000000000e-01   6.633881228638e-02   4.401491133368e-02   1.360729489369e-01   1.658716436755e+00   9.637848331358e-01
  3.816000000000e-01   6.740392437362e-02   4.402195418379e-02   1.365070898537e-01   1.632766734017e+00   9.562161738068e-01
  3.828000000000e-01   6.848255465285e-02   4.402913013379e-02   1.369411818990e-01   1.607311904360e+00   9.487331903340e-01
  3.840000000000e-01   6.957575494350e-02   4.403644742317e-02   1.373755906017e-01   1.582320143667e+00   9.413284657618e-01
  3.852000000000e-01   7.068283097477e-02   4.404390266556e-02   1.378099820236e-01   1.557800602288e+00   9.340066045168e-01
  3.864000000000e-01   7.180443725216e-02   4.405150152362e-02   1.382445577106e-01   1.533731869833e+00   9.267631019340e-01
  3.876000000000e-01   7.294058783727e-02   4.405924538543e-02   1.386792653229e-01   1.510107290461e+00   9.195977830868e-01
  3.888000000000e-01   7.409143800856e-02   4.406713660926e-02   1.391141076988e-01   1.486917307644e+00   9.125095573639e-01
  3.900000000000e-01   7.525714532607e-02   4.407517759115e-02   1.395490879690e-01   1.464152586448e+00   9.054973486493e-01
  3.912000000000e-01   7.643806637383e-02   4.408337213466e-02   1.399842815865e-01   1.441800343270e+00   8.985589531193e-01
  3.924000000000e-01   7.763377252315e-02   4.409171860125e-02   1.404194758443e-01   1.419862682446e+00   8.916967546032e-01
  3.936000000000e-01   7.884502887171e-02   4.410022368435e-02   1.408548945199e-01   1.398319726539e+00   8.849062361979e-01
  3.948000000000e-01   8.007182353754e-02   4.410888869610e-02   1.412904759145e-01   1.377166359757e+00   8.781874295751e-01
  3.960000000000e-01   8.131407970379e-02   4.411771448005e-02   1.417261382545e-01   1.356398382690e+00   8.715406440931e-01
  3.972000000000e-01   8.257241924201e-02   4.412670687024e-02   1.421620438977e-01   1.336000182486e+00   8.649624860027e-01
  3.984000000000e-01   8.384671842836e-02   4.413586642523e-02   1.425980933547e-01   1.315968807502e+00   8.584535702068e-01
  3.996000000000e-01   8.513703751577e-02   4.414519501251e-02   1.430342533125e-01   1.296298188797e+00   8.520134891694e-01
  4.008000000000e-01   8.644388527991e-02   4.415469777580e-02   1.434706405389e-01   1.276975740760e+00   8.456396483288e-01
  4.020000000000e-01   8.776687868621e-02   4.416437339856e-02   1.439070733722e-01   1.258002280008e+00   8.393338291790e-01
  4.032000000000e-01   8.910689456296e-02   4.417422978827e-02   1.443437865724e-01   1.239360601807e+00   8.330917938689e-01
  4.044000000000e-01   9.046360828286e-02   4.418426608190e-02   1.447806187729e-01   1.221050843554e+00   8.269150333561e-01
  4.056000000000e-01   9.183750481072e-02   4.419448739670e-02   1.452176718614e-01   1.203062068372e+00   8.208012903794e-01
  4.068000000000e-01   9.322843948211e-02   4.420489420240e-02   1.456548457733e-01   1.185391883849e+00   8.147511613710e-01
  4.080000000000e-01   9.463676760169e-02   4.421549071122e-02   1.460921991204e-01   1.168031512269e+00   8.087630350546e-01
  4.092000000000e-01   9.606263966622e-02   4.422627963584e-02   1.465297248883e-01   1.150975024981e+00   8.028362311142e-01
  4.104000000000e-01   9.750642408331e-02   4.423726537138e-02   1.469674816708e-01   1.134214124538e+00   7.969692025048e-01
  4.116000000000e-01   9.896813229208e-02   4.424844963069e-02   1.474054185745e-01   1.117744889337e+00   7.911618911631e-01
  4.128000000000e-01   1.004479311510e-01   4.425983532154e-02   1.478435324195e-01   1.101561645281e+00   7.854135989131e-01
  4.140000000000e-01   1.019460783250e-01   4.427142607826e-02   1.482818461894e-01   1.085657898902e+00   7.797232992447e-01
  4.152000000000e-01   1.034627557395e-01   4.428322498183e-02   1.487203596246e-01   1.070028162920e+00   7.740902862296e-01
  4.164000000000e-01   1.049981610209e-01   4.429523526076e-02   1.491590765319e-01   1.054666930118e+00   7.685138130614e-01
  4.176000000000e-01   1.065524948465e-01   4.430746019457e-02   1.495980009929e-01   1.039568812030e+00   7.629931419986e-01
  4.188000000000e-01   1.081262330258e-01   4.431990527166e-02   1.500372128318e-01   1.024726008467e+00   7.575266099232e-01
  4.200000000000e-01   1.097190793786e-01   4.433256990031e-02   1.504765760498e-01   1.010138121633e+00   7.521152492235e-01
  4.212000000000e-01   1.113311222147e-01   4.434545651215e-02   1.509160647247e-01   9.958009860580e-01   7.467586974334e-01
  4.224000000000e-01   1.129633072676e-01   4.435857445572e-02   1.513558834765e-01   9.817031638126e-01   7.414538230632e-01
  4.236000000000e-01   1.146154010140e-01   4.437192368070e-02   1.517959148431e-01   9.678438344266e-01   7.362014311850e-01
  4.248000000000e-01   1.162874952685e-01   4.438550673810e-02   1.522361314630e-01   9.542192528013e-01   7.310012185822e-01
  4.260000000000e-01   1.179801814764e-01   4.439933027739e-02   1.526766361099e-01   9.408217914605e-01   7.258513644114e-01
  4.272000000000e-01   1.196934030588e-01   4.441339570745e-02   1.531173607122e-01   9.276491972915e-01   7.207520728262e-01
  4.284000000000e-01   1.214274139959e-01   4.442770698827e-02   1.535583183961e-01   9.146968037582e-01   7.157025989226e-01
  4.296000000000e-01   1.231825225941e-01   4.444226856655e-02   1.539995348674e-01   9.019597023717e-01   7.107020707217e-01
  4.308000000000e-01   1.249587514179e-01   4.445708254373e-02   1.544409636468e-01   8.894351543867e-01   7.057504420520e-01
  4.320000000000e-01   1.267567466566e-01   4.447215625713e-02   1.548827122955e-01   8.771161581172e-01   7.008459520791e-01
  4.332000000000e-01   1.285762168741e-01   4.448748922465e-02   1.553246566486e-01   8.650022979800e-01   6.959894301416e-01
  4.344000000000e-01   1.304175889254e-01   4.450308700311e-02   1.557668492264e-01   8.530882868217e-01   6.911797455222e-01
  4.356000000000e-01   1.322815943887e-01   4.451895781427e-02   1.562094117374e-01   8.413671988914e-01   6.864150576577e-01
  4.368000000000e-01   1.341676693270e-01   4.453509888142e-02   1.566521575941e-01   8.298403614080e-01   6.816968551992e-01
  4.380000000000e-01   1.360763450221e-01   4.455151676270e-02   1.570951608949e-01   8.185022304108e-01   6.770238171808e-01
  4.392000000000e-01   1.380081975444e-01   4.456821848572e-02   1.575385022651e-01   8.073473039775e-01   6.723945941391e-01
  4.404000000000e-01   1.399632702088e-01   4.458520652615e-02   1.579821380939e-01   7.963733352977e-01   6.678091551983e-01
  4.416000000000e-01   1.419415721172e-01   4.460248305551e-02   1.584260186306e-01   7.855782204997e-01   6.632675202962e-01
  4.428000000000e-01   1.439435197005e-01   4.462005381825e-02   1.588701857840e-01   7.749576693536e-01   6.587687719056e-01
  4.440000000000e-01   1.459694772595e-01   4.463792415793e-02   1.593146678243e-01   7.645078443110e-01   6.543121524274e-01
  4.452000000000e-01   1.480196347591e-01   4.465609791952e-02   1.597594537298e-01   7.542259172607e-01   6.498973100929e-01
  4.464000000000e-01   1.500942583243e-01   4.467457964775e-02   1.602045487781e-01   7.441087378444e-01   6.455237355767e-01
  4.476000000000e-01   1.521936186022e-01   4.469337396068e-02   1.606499585364e-01   7.341532183013e-01   6.411909249582e-01
  4.488000000000e-01   1.543180555282e-01   4.471248613429e-02   1.610957023500e-01   7.243560382688e-01   6.368982504533e-01
  4.500000000000e-01   1.564677732234e-01   4.473192025870e-02   1.615417702491e-01   7.147145916566e-01   6.326453756471e-01
  4.512000000000e-01   1.586432281840e-01   4.475168274287e-02   1.619882037622e-01   7.052252285701e-01   6.284314823426e-01
  4.524000000000e-01   1.608440940656e-01   4.477177289719e-02   1.624348841442e-01   6.958877345992e-01   6.242572637748e-01
  4.536000000000e-01   1.630713624836e-01   4.479220207612e-02   1.628819604955e-01   6.866963241418e-01   6.201209087907e-01
  4.548000000000e-01   1.653250822603e-01   4.481297308235e-02   1.633293888496e-01   6.776493389520e-01   6.160224263881e-01
  4.560000000000e-01   1.676052285738e-01   4.483408802653e-02   1.637771123003e-01   6.687453668367e-01   6.119619313556e-01
  4.572000000000e-01   1.699125020499e-01   4.485555576321e-02   1.642252160936e-01   6.599802136696e-01   6.079382531598e-01
  4.584000000000e-01   1.722472554405e-01   4.487738199264e-02   1.646737148825e-01   6.513511910230e-01   6.039508812585e-01
  4.596000000000e-01   1.746094903281e-01   4.489956915268e-02   1.651225558527e-01   6.428569413427e-01   5.999999059599e-01
  4.608000000000e-01   1.769997130818e-01   4.492212443698e-02   1.655717823613e-01   6.344943115275e-01   5.960845698854e-01
  4.620000000000e-01   1.794181202693e-01   4.494505216498e-02   1.660213781599e-01   6.262613288099e-01   5.922046471732e-01
  4.632000000000e-01   1.818649632331e-01   4.496835719363e-02   1.664713372505e-01   6.181558612803e-01   5.883598238467e-01
  4.644000000000e-01   1.843409145906e-01   4.499204844380e-02   1.669217296524e-01   6.101744767801e-01   5.845491484870e-01
  4.656000000000e-01   1.868459942892e-01   4.501612864548e-02   1.673725050988e-01   6.023159449675e-01   5.807727001003e-01
  4.668000000000e-01   1.893804836171e-01   4.504060303984e-02   1.678236612585e-01   5.945782028273e-01   5.770301496311e-01
  4.680000000000e-01   1.919451749797e-01   4.506548186457e-02   1.682752849526e-01   5.869577324532e-01   5.733204428361e-01
  4.692000000000e-01   1.945398034836e-01   4.509076514782e-02   1.687272756158e-01   5.794542343055e-01   5.696440741473e-01
  4.704000000000e-01   1.971650370381e-01   4.511646199875e-02   1.691796963663e-01   5.720646859670e-01   5.660001980048e-01
  4.716000000000e-01   1.998212355735e-01   4.514257858487e-02   1.696325549376e-01   5.647870514776e-01   5.623884323379e-01
  4.728000000000e-01   2.025087470073e-01   4.516912099318e-02   1.700858562224e-01   5.576193826279e-01   5.588084235869e-01
  4.740000000000e-01   2.052277168863e-01   4.519609333435e-02   1.705395708153e-01   5.505602997985e-01   5.552600903065e-01
  4.752000000000e-01   2.079787636634e-01   4.522350444078e-02   1.709937477169e-01   5.436072371549e-01   5.517427415080e-01
  4.764000000000e-01   2.107621822823e-01   4.525135998178e-02   1.714483807986e-01   5.367585338576e-01   5.482561253285e-01
  4.776000000000e-01   2.135786604084e-01   4.527966960676e-02   1.719035268041e-01   5.300116303775e-01   5.447995163465e-01
  4.788000000000e-01   2.164279661786e-01   4.530843375429e-02   1.723590933190e-01   5.233662099483e-01   5.413733255075e-01
  4.800000000000e-01   2.193107201756e-01   4.533766145481e-02   1.728151254327e-01   5.168199417989e-01   5.379769208873e-01
  4.812000000000e-01   2.222275252234e-01   4.536736163615e-02   1.732716630710e-01   5.103706391743e-01   5.346097248812e-01
  4.824000000000e-01   2.251786648056e-01   4.539754002820e-02   1.737286947613e-01   5.040168888491e-01   5.312715480387e-01
  4.836000000000e-01   2.281645349303e-01   4.542820353686e-02   1.741862261231e-01   4.977570632387e-01   5.279620776284e-01
  4.848000000000e-01   2.311853833112e-01   4.545935757217e-02   1.746442396367e-01   4.915898760669e-01   5.246811704240e-01
  4.860000000000e-01   2.342420058782e-01   4.549101324367e-02   1.751027997899e-01   4.855129748517e-01   5.214281023468e-01
  4.872000000000e-01   2.373345157893e-01   4.552317464965e-02   1.755618670078e-01   4.795254337350e-01   5.182028974172e-01
  4.884000000000e-01   2.404633571374e-01   4.555584933637e-02   1.760214511607e-01   4.736256895717e-01   5.150052292551e-01
  4.896000000000e-01   2.436292501800e-01   4.558904779316e-02   1.764816010856e-01   4.678117237512e-01   5.118345096813e-01
  4.908000000000e-01   2.468323309622e-01   4.562277443314e-02   1.769422794360e-01   4.620826438670e-01   5.086907514055e-01
  4.920000000000e-01   2.500731573564e-01   4.565703812418e-02   1.774035095622e-01   4.564368143990e-01   5.055735515862e-01
  4.932000000000e-01   2.533522249567e-01   4.569184712924e-02   1.778653045494e-01   4.508727635711e-01   5.024825843746e-01
  4.944000000000e-01   2.566698937028e-01   4.572720830814e-02   1.783276575510e-01   4.453892862976e-01   4.994176612082e-01
  4.956000000000e-01   2.600268182474e-01   4.576313170205e-02   1.787906018479e-01   4.399847293685e-01   4.963783319670e-01
  4.968000000000e-01   2.634235011760e-01   4.579962578551e-02   1.792541481039e-01   4.346577429599e-01   4.933643035907e-01
  4.980000000000e-01   2.668601592077e-01   4.583669598660e-02   1.797182675265e-01   4.294074481058e-01   4.903755407229e-01
  4.992000000000e-01   2.703374857755e-01   4.587435289920e-02   1.801829952833e-01   4.242322588709e-01   4.874115970796e-01
  5.004000000000e-01   2.738559053903e-01   4.591260426094e-02   1.806483290990e-01   4.191310407887e-01   4.844722725210e-01
  5.016000000000e-01   2.774161828425e-01   4.595146155653e-02   1.811143104747e-01   4.141022081490e-01   4.815570958499e-01
  5.028000000000e-01   2.810184937452e-01   4.599092988519e-02   1.815809026489e-01   4.091450465791e-01   4.786660903848e-01
  5.040000000000e-01   2.846633697530e-01   4.603101825086e-02   1.820481151345e-01   4.042583551476e-01   4.757989899975e-01
  5.052000000000e-01   2.883516030088e-01   4.607173857890e-02   1.825159892922e-01   3.994406316643e-01   4.729553401031e-01
  5.064000000000e-01   2.920838057286e-01   4.611310087903e-02   1.829845416605e-01   3.946906673241e-01   4.701348462957e-01
  5.076000000000e-01   2.958600753632e-01   4.615510947409e-02   1.834537238014e-01   3.900079236564e-01   4.673376052145e-01
  5.088000000000e-01   2.996813788404e-01   4.619777837649e-02   1.839235949584e-01   3.853907986813e-01   4.645630713493e-01
  5.100000000000e-01   3.035484776732e-01   4.624111939839e-02   1.843941864072e-01   3.808380110554e-01   4.618108770818e-01
  5.112000000000e-01   3.074613872013e-01   4.628513601281e-02   1.848654380408e-01   3.763491769985e-01   4.590811901169e-01
  5.124000000000e-01   3.114210065605e-01   4.632984163435e-02   1.853373963162e-01   3.719229006582e-01   4.563735579200e-01
  5.136000000000e-01   3.154279799122e-01   4.637524687240e-02   1.858100751726e-01   3.675581259889e-01   4.536877236093e-01
  5.148000000000e-01   3.194828717993e-01   4.642136147455e-02   1.862834780162e-01   3.632539141544e-01   4.510234937633e-01
  5.160000000000e-01   3.235863280823e-01   4.646819614858e-02   1.867576167369e-01   3.590092667386e-01   4.483806300161e-01
  5.172000000000e-01   3.277389922748e-01   4.651576161712e-02   1.872325017394e-01   3.548232184265e-01   4.457589060454e-01
  5.184000000000e-01   3.319414986746e-01   4.656406853609e-02   1.877081412227e-01   3.506948417267e-01   4.431581110247e-01
  5.196000000000e-01   3.361944496427e-01   4.661312722829e-02   1.881845387396e-01   3.466232657754e-01   4.405780621345e-01
  5.208000000000e-01   3.404987716168e-01   4.666295180311e-02   1.886617326811e-01   3.426073432038e-01   4.380183925295e-01
  5.220000000000e-01   3.448548405775e-01   4.671355004367e-02   1.891396990066e-01   3.386464719869e-01   4.354790744831e-01
  5.232000000000e-01   3.492634154182e-01   4.676493419196e-02   1.896184552396e-01   3.347397131186e-01   4.329598588165e-01
  5.244000000000e-01   3.537255889197e-01   4.681712044881e-02   1.900980531024e-01   3.308858753461e-01   4.304603236000e-01
  5.256000000000e-01   3.582415048040e-01   4.687011395695e-02   1.905784409550e-01   3.270846156044e-01   4.279805892076e-01
  5.268000000000e-01   3.628122281164e-01   4.692393067039e-02   1.910596649452e-01   3.233348205627e-01   4.255202692177e-01
  5.280000000000e-01   3.674384949175e-01   4.697858273845e-02   1.915417344122e-01   3.196356899744e-01   4.230791727155e-01
  5.292000000000e-01   3.721210894752e-01   4.703408291661e-02   1.920246624152e-01   3.159864103842e-01   4.206570929096e-01
  5.304000000000e-01   3.768605596064e-01   4.709044118286e-02   1.925084366121e-01   3.123863719783e-01   4.182539519333e-01
  5.316000000000e-01   3.816581625249e-01   4.714767599148e-02   1.929931155991e-01   3.088344533205e-01   4.158693230565e-01
  5.328000000000e-01   3.865143051130e-01   4.720579570964e-02   1.934786701143e-01   3.053301979072e-01   4.135032174337e-01
  5.340000000000e-01   3.914299457564e-01   4.726481530946e-02   1.939651254860e-01   3.018727605148e-01   4.111553792525e-01
  5.352000000000e-01   3.964059247358e-01   4.732474839268e-02   1.944524935973e-01   2.984614093762e-01   4.088256220574e-01
  5.364000000000e-01   4.014430982546e-01   4.738560878710e-02   1.949407864603e-01   2.950954256850e-01   4.065137616165e-01
  5.376000000000e-01   4.065424670800e-01   4.744741210808e-02   1.954300284581e-01   2.917740208598e-01   4.042195587568e-01
  5.388000000000e-01   4.117045559665e-01   4.751016822637e-02   1.959201970569e-01   2.884967359351e-01   4.019429961122e-01
  5.400000000000e-01   4.169305761630e-01   4.757389537398e-02   1.964113338629e-01   2.852626917639e-01   3.996837592245e-01
