# Exact Riemann solution for problem: sedov
# Discretization: 1001
# Domain bounds: [0.00000e+00,1.20000e+00]
# Gamma: 1.40000e+00
# Time: 1.00000e+00
                   x                  rho                |m_i|                 Erho                   Ma
  3.216000000000e-01   2.849427971352e-02   3.274381047941e-03   1.096816376110e-01   1.466929847629e+00
  3.228000000000e-01   2.903151985696e-02   3.348603411909e-03   1.096930089302e-01   1.453335781657e+00
  3.240000000000e-01   2.957711002046e-02   3.424261020871e-03   1.097046428512e-01   1.439911966176e+00
  3.252000000000e-01   3.013121131960e-02   3.501385079903e-03   1.097165458165e-01   1.426654362416e+00
  3.264000000000e-01   3.069308301968e-02   3.579880855390e-03   1.097287047826e-01   1.413579850818e+00
  3.276000000000e-01   3.126375072405e-02   3.659900167895e-03   1.097411448782e-01   1.400663830125e+00
  3.288000000000e-01   3.184274397673e-02   3.741385972617e-03   1.097538589133e-01   1.387916582912e+00
  3.300000000000e-01   3.243052409892e-02   3.824412061489e-03   1.097668600801e-01   1.375327400631e+00
  3.312000000000e-01   3.302690824056e-02   3.908961640826e-03   1.097801474615e-01   1.362899737771e+00
  3.324000000000e-01   3.363246826730e-02   3.995125070893e-03   1.097937370186e-01   1.350621381422e+00
  3.336000000000e-01   3.424668535850e-02   4.082837809274e-03   1.098076203400e-01   1.338502441780e+00
  3.348000000000e-01   3.486947019656e-02   4.172095858658e-03   1.098217984881e-01   1.326543634075e+00
  3.360000000000e-01   3.550203077397e-02   4.263081923495e-03   1.098363023158e-01   1.314721457551e+00
  3.372000000000e-01   3.614357833122e-02   4.355692400188e-03   1.098511171909e-01   1.303050522148e+00
  3.384000000000e-01   3.679445626113e-02   4.449986311941e-03   1.098662543853e-01   1.291523963230e+00
  3.396000000000e-01   3.745477075913e-02   4.545988793821e-03   1.098817198194e-01   1.280139474308e+00
  3.408000000000e-01   3.812472483482e-02   4.643739299643e-03   1.098975217730e-01   1.268893206707e+00
  3.420000000000e-01   3.880414202033e-02   4.743221988782e-03   1.099136596132e-01   1.257787659457e+00
  3.432000000000e-01   3.949342530278e-02   4.844505898096e-03   1.099301464957e-01   1.246815800763e+00
  3.444000000000e-01   4.019237553124e-02   4.947571899824e-03   1.099469812890e-01   1.235980363892e+00
  3.456000000000e-01   4.090167582935e-02   5.052531183678e-03   1.099641841975e-01   1.225270491629e+00
  3.468000000000e-01   4.162070549353e-02   5.159302353515e-03   1.099817439314e-01   1.214695205368e+00
  3.480000000000e-01   4.235010714421e-02   5.267991249319e-03   1.099996799516e-01   1.204244591995e+00
  3.492000000000e-01   4.308990311043e-02   5.378612075594e-03   1.100179967400e-01   1.193918131880e+00
  3.504000000000e-01   4.384015159448e-02   5.491184420086e-03   1.100366996884e-01   1.183714735135e+00
  3.516000000000e-01   4.460076702047e-02   5.605706250624e-03   1.100557906045e-01   1.173635160625e+00
  3.528000000000e-01   4.537228274445e-02   5.722268971703e-03   1.100752869275e-01   1.163672056544e+00
  3.540000000000e-01   4.615439661719e-02   5.840838157572e-03   1.100951851307e-01   1.153829049839e+00
  3.552000000000e-01   4.694735809901e-02   5.961462752441e-03   1.101154956529e-01   1.144102593055e+00
  3.564000000000e-01   4.775144557462e-02   6.084196582883e-03   1.101362298490e-01   1.134489013131e+00
  3.576000000000e-01   4.856677970106e-02   6.209069797427e-03   1.101573951552e-01   1.124986688175e+00
  3.588000000000e-01   4.939295481016e-02   6.336031718000e-03   1.101789852881e-01   1.115599939275e+00
  3.600000000000e-01   5.023072894591e-02   6.465210503795e-03   1.102010243925e-01   1.106319805057e+00
  3.612000000000e-01   5.108001272235e-02   6.596604501124e-03   1.102235146229e-01   1.097147117136e+00
  3.624000000000e-01   5.194092327104e-02   6.730243922767e-03   1.102464635910e-01   1.088080364413e+00
  3.636000000000e-01   5.281358780467e-02   6.866160737505e-03   1.102698792578e-01   1.079117965797e+00
  3.648000000000e-01   5.369826482702e-02   7.004407668540e-03   1.102937732272e-01   1.070257082537e+00
  3.660000000000e-01   5.459485056990e-02   7.144981021605e-03   1.103181474012e-01   1.061498538029e+00
  3.672000000000e-01   5.550340879332e-02   7.287903222405e-03   1.103430082024e-01   1.052841392022e+00
  3.684000000000e-01   5.642442998796e-02   7.433264227060e-03   1.103683738843e-01   1.044280767712e+00
  3.696000000000e-01   5.735770003670e-02   7.581043194609e-03   1.103942434510e-01   1.035818464603e+00
  3.708000000000e-01   5.830371157783e-02   7.731331238377e-03   1.104206355291e-01   1.027449833690e+00
  3.720000000000e-01   5.926243801686e-02   7.884137540262e-03   1.104475544683e-01   1.019174998875e+00
  3.732000000000e-01   6.023367014697e-02   8.039441915435e-03   1.104749994170e-01   1.010995497948e+00
  3.744000000000e-01   6.121788393470e-02   8.197333776128e-03   1.105029889143e-01   1.002907061862e+00
  3.756000000000e-01   6.221544087910e-02   8.357885007322e-03   1.105315385509e-01   9.949066369449e-01
  3.768000000000e-01   6.322623098067e-02   8.521091928484e-03   1.105606505523e-01   9.869950170236e-01
  3.780000000000e-01   6.425020497115e-02   8.686960417967e-03   1.105903288238e-01   9.791723770486e-01
  3.792000000000e-01   6.528770434252e-02   8.855559787587e-03   1.106205886609e-01   9.714359075815e-01
  3.804000000000e-01   6.633881228638e-02   9.026917816781e-03   1.106514379978e-01   9.637848331358e-01
  3.816000000000e-01   6.740392437362e-02   9.201113560961e-03   1.106828940773e-01   9.562161738068e-01
  3.828000000000e-01   6.848255465285e-02   9.378081973625e-03   1.107149481492e-01   9.487331903340e-01
  3.840000000000e-01   6.957575494350e-02   9.558010426927e-03   1.107476372216e-01   9.413284657618e-01
  3.852000000000e-01   7.068283097477e-02   9.740799666009e-03   1.107809463773e-01   9.340066045168e-01
  3.864000000000e-01   7.180443725216e-02   9.926572669584e-03   1.108149011332e-01   9.267631019340e-01
  3.876000000000e-01   7.294058783727e-02   1.011534713349e-02   1.108495079181e-01   9.195977830868e-01
  3.888000000000e-01   7.409143800856e-02   1.030716428668e-02   1.108847775045e-01   9.125095573639e-01
  3.900000000000e-01   7.525714532607e-02   1.050206599340e-02   1.109207208435e-01   9.054973486493e-01
  3.912000000000e-01   7.643806637383e-02   1.070012780720e-02   1.109573551886e-01   8.985589531193e-01
  3.924000000000e-01   7.763377252315e-02   1.090129364552e-02   1.109946734730e-01   8.916967546032e-01
  3.936000000000e-01   7.884502887171e-02   1.110570822514e-02   1.110327058912e-01   8.849062361979e-01
  3.948000000000e-01   8.007182353754e-02   1.131338605496e-02   1.110714585902e-01   8.781874295751e-01
  3.960000000000e-01   8.131407970379e-02   1.152433050214e-02   1.111109356292e-01   8.715406440931e-01
  3.972000000000e-01   8.257241924201e-02   1.173866388902e-02   1.111511634011e-01   8.649624860027e-01
  3.984000000000e-01   8.384671842836e-02   1.195638218193e-02   1.111921447144e-01   8.584535702068e-01
  3.996000000000e-01   8.513703751577e-02   1.217751259031e-02   1.112338882416e-01   8.520134891694e-01
  4.008000000000e-01   8.644388527991e-02   1.240215959178e-02   1.112764173299e-01   8.456396483288e-01
  4.020000000000e-01   8.776687868621e-02   1.263027465075e-02   1.113197264268e-01   8.393338291790e-01
  4.032000000000e-01   8.910689456296e-02   1.286202657093e-02   1.113638512798e-01   8.330917938689e-01
  4.044000000000e-01   9.046360828286e-02   1.309737718362e-02   1.114087883912e-01   8.269150333561e-01
  4.056000000000e-01   9.183750481072e-02   1.333642863818e-02   1.114545610506e-01   8.208012903794e-01
  4.068000000000e-01   9.322843948211e-02   1.357917397445e-02   1.115011717515e-01   8.147511613710e-01
  4.080000000000e-01   9.463676760169e-02   1.382569349658e-02   1.115486397617e-01   8.087630350546e-01
  4.092000000000e-01   9.606263966622e-02   1.407603216234e-02   1.115969776497e-01   8.028362311142e-01
  4.104000000000e-01   9.750642408331e-02   1.433027359425e-02   1.116462055394e-01   7.969692025048e-01
  4.116000000000e-01   9.896813229208e-02   1.458843896605e-02   1.116963315528e-01   7.911618911631e-01
  4.128000000000e-01   1.004479311510e-01   1.485057696560e-02   1.117473691824e-01   7.854135989131e-01
  4.140000000000e-01   1.019460783250e-01   1.511675270580e-02   1.117993351954e-01   7.797232992447e-01
  4.152000000000e-01   1.034627557395e-01   1.538701824133e-02   1.118522438978e-01   7.740902862296e-01
  4.164000000000e-01   1.049981610209e-01   1.566142873542e-02   1.119061102756e-01   7.685138130614e-01
  4.176000000000e-01   1.065524948465e-01   1.594004022985e-02   1.119609495635e-01   7.629931419986e-01
  4.188000000000e-01   1.081262330258e-01   1.622295863719e-02   1.120167869281e-01   7.575266099232e-01
  4.200000000000e-01   1.097190793786e-01   1.651015139222e-02   1.120736202766e-01   7.521152492235e-01
  4.212000000000e-01   1.113311222147e-01   1.680165484603e-02   1.121314610955e-01   7.467586974334e-01
  4.224000000000e-01   1.129633072676e-01   1.709766117191e-02   1.121903519453e-01   7.414538230632e-01
  4.236000000000e-01   1.146154010140e-01   1.739814965203e-02   1.122502932233e-01   7.362014311850e-01
  4.248000000000e-01   1.162874952685e-01   1.770315841721e-02   1.123112970213e-01   7.310012185822e-01
  4.260000000000e-01   1.179801814764e-01   1.801281723545e-02   1.123733938646e-01   7.258513644114e-01
  4.272000000000e-01   1.196934030588e-01   1.832713797104e-02   1.124365907664e-01   7.207520728262e-01
  4.284000000000e-01   1.214274139959e-01   1.864618950040e-02   1.125009062228e-01   7.157025989226e-01
  4.296000000000e-01   1.231825225941e-01   1.897005118328e-02   1.125663609457e-01   7.107020707217e-01
  4.308000000000e-01   1.249587514179e-01   1.929874998508e-02   1.126329651318e-01   7.057504420520e-01
  4.320000000000e-01   1.267567466566e-01   1.963242872392e-02   1.127007525477e-01   7.008459520791e-01
  4.332000000000e-01   1.285762168741e-01   1.997105673914e-02   1.127697218271e-01   6.959894301416e-01
  4.344000000000e-01   1.304175889254e-01   2.031473691061e-02   1.128398987885e-01   6.911797455222e-01
  4.356000000000e-01   1.322815943887e-01   2.066363004314e-02   1.129113212824e-01   6.864150576577e-01
  4.368000000000e-01   1.341676693270e-01   2.101765487944e-02   1.129839776958e-01   6.816968551992e-01
  4.380000000000e-01   1.360763450221e-01   2.137693531524e-02   1.130578984531e-01   6.770238171808e-01
  4.392000000000e-01   1.380081975444e-01   2.174160474146e-02   1.131331161382e-01   6.723945941391e-01
  4.404000000000e-01   1.399632702088e-01   2.211169668220e-02   1.132096428748e-01   6.678091551983e-01
  4.416000000000e-01   1.419415721172e-01   2.248723814870e-02   1.132874894437e-01   6.632675202962e-01
  4.428000000000e-01   1.439435197005e-01   2.286833371722e-02   1.133666827587e-01   6.587687719056e-01
  4.440000000000e-01   1.459694772595e-01   2.325507878208e-02   1.134472479705e-01   6.543121524274e-01
  4.452000000000e-01   1.480196347591e-01   2.364753599040e-02   1.135292035147e-01   6.498973100929e-01
  4.464000000000e-01   1.500942583243e-01   2.404578292903e-02   1.136125710215e-01   6.455237355767e-01
  4.476000000000e-01   1.521936186022e-01   2.444989851794e-02   1.136973724933e-01   6.411909249582e-01
  4.488000000000e-01   1.543180555282e-01   2.485997554059e-02   1.137836329458e-01   6.368982504533e-01
  4.500000000000e-01   1.564677732234e-01   2.527608107343e-02   1.138713720875e-01   6.326453756471e-01
  4.512000000000e-01   1.586432281840e-01   2.569833157256e-02   1.139606201427e-01   6.284314823426e-01
  4.524000000000e-01   1.608440940656e-01   2.612669178482e-02   1.140513753195e-01   6.242572637748e-01
  4.536000000000e-01   1.630713624836e-01   2.656138322201e-02   1.141436902766e-01   6.201209087907e-01
  4.548000000000e-01   1.653250822603e-01   2.700244464708e-02   1.142375790967e-01   6.160224263881e-01
  4.560000000000e-01   1.676052285738e-01   2.744990034225e-02   1.143330527718e-01   6.119619313556e-01
  4.572000000000e-01   1.699125020499e-01   2.790391736615e-02   1.144301528377e-01   6.079382531598e-01
  4.584000000000e-01   1.722472554405e-01   2.836459543170e-02   1.145289066320e-01   6.039508812585e-01
  4.596000000000e-01   1.746094903281e-01   2.883196531911e-02   1.146293267836e-01   5.999999059599e-01
  4.608000000000e-01   1.769997130818e-01   2.930615797241e-02   1.147314474973e-01   5.960845698854e-01
  4.620000000000e-01   1.794181202693e-01   2.978724359397e-02   1.148352900290e-01   5.922046471732e-01
  4.632000000000e-01   1.818649632331e-01   3.027530362843e-02   1.149408781244e-01   5.883598238467e-01
  4.644000000000e-01   1.843409145906e-01   3.077050430918e-02   1.150482540103e-01   5.845491484870e-01
  4.656000000000e-01   1.868459942892e-01   3.127288213186e-02   1.151574319257e-01   5.807727001003e-01
  4.668000000000e-01   1.893804836171e-01   3.178252613152e-02   1.152684375493e-01   5.770301496311e-01
  4.680000000000e-01   1.919451749797e-01   3.229962901499e-02   1.153813192996e-01   5.733204428361e-01
  4.692000000000e-01   1.945398034836e-01   3.282417104062e-02   1.154960793466e-01   5.696440741473e-01
  4.704000000000e-01   1.971650370381e-01   3.335632110015e-02   1.156127611347e-01   5.660001980048e-01
  4.716000000000e-01   1.998212355735e-01   3.389618672112e-02   1.157313948402e-01   5.623884323379e-01
  4.728000000000e-01   2.025087470073e-01   3.444387362727e-02   1.158520103517e-01   5.588084235869e-01
  4.740000000000e-01   2.052277168863e-01   3.499944675720e-02   1.159746286503e-01   5.552600903065e-01
  4.752000000000e-01   2.079787636634e-01   3.556306824433e-02   1.160992922617e-01   5.517427415080e-01
  4.764000000000e-01   2.107621822823e-01   3.613483488587e-02   1.162260294203e-01   5.482561253285e-01
  4.776000000000e-01   2.135786604084e-01   3.671492497430e-02   1.163548865616e-01   5.447995163465e-01
  4.788000000000e-01   2.164279661786e-01   3.730332801941e-02   1.164858682833e-01   5.413733255075e-01
  4.800000000000e-01   2.193107201756e-01   3.790020961587e-02   1.166190183764e-01   5.379769208873e-01
  4.812000000000e-01   2.222275252234e-01   3.850573287562e-02   1.167543802769e-01   5.346097248812e-01
  4.824000000000e-01   2.251786648056e-01   3.911999552477e-02   1.168919829513e-01   5.312715480387e-01
  4.836000000000e-01   2.281645349303e-01   3.974311927464e-02   1.170318608225e-01   5.279620776284e-01
  4.848000000000e-01   2.311853833112e-01   4.037519548350e-02   1.171740415881e-01   5.246811704240e-01
  4.860000000000e-01   2.342420058782e-01   4.101643105768e-02   1.173185790670e-01   5.214281023468e-01
  4.872000000000e-01   2.373345157893e-01   4.166689069734e-02   1.174654951857e-01   5.182028974172e-01
  4.884000000000e-01   2.404633571374e-01   4.232670907430e-02   1.176148277180e-01   5.150052292551e-01
  4.896000000000e-01   2.436292501800e-01   4.299608014304e-02   1.177666280149e-01   5.118345096813e-01
  4.908000000000e-01   2.468323309622e-01   4.367507527894e-02   1.179209197701e-01   5.086907514055e-01
  4.920000000000e-01   2.500731573564e-01   4.436385576232e-02   1.180777471654e-01   5.055735515862e-01
  4.932000000000e-01   2.533522249567e-01   4.506257065019e-02   1.182371517493e-01   5.024825843746e-01
  4.944000000000e-01   2.566698937028e-01   4.577134090788e-02   1.183991687739e-01   4.994176612082e-01
  4.956000000000e-01   2.600268182474e-01   4.649035133104e-02   1.185638482024e-01   4.963783319670e-01
  4.968000000000e-01   2.634235011760e-01   4.721975529386e-02   1.187312329682e-01   4.933643035907e-01
  4.980000000000e-01   2.668601592077e-01   4.795964548464e-02   1.189013521653e-01   4.903755407229e-01
  4.992000000000e-01   2.703374857755e-01   4.871021792439e-02   1.190742587313e-01   4.874115970796e-01
  5.004000000000e-01   2.738559053903e-01   4.947161172265e-02   1.192499926501e-01   4.844722725210e-01
  5.016000000000e-01   2.774161828425e-01   5.024404067004e-02   1.194286112820e-01   4.815570958499e-01
  5.028000000000e-01   2.810184937452e-01   5.102759175530e-02   1.196101427984e-01   4.786660903848e-01
  5.040000000000e-01   2.846633697530e-01   5.182242991138e-02   1.197946334707e-01   4.757989899975e-01
  5.052000000000e-01   2.883516030088e-01   5.262877808714e-02   1.199821431962e-01   4.729553401031e-01
  5.064000000000e-01   2.920838057286e-01   5.344682131769e-02   1.201727232486e-01   4.701348462957e-01
  5.076000000000e-01   2.958600753632e-01   5.427663254954e-02   1.203663988635e-01   4.673376052145e-01
  5.088000000000e-01   2.996813788404e-01   5.511847653841e-02   1.205632401180e-01   4.645630713493e-01
  5.100000000000e-01   3.035484776732e-01   5.597257457571e-02   1.207633071710e-01   4.618108770818e-01
  5.112000000000e-01   3.074613872013e-01   5.683898402560e-02   1.209666218719e-01   4.590811901169e-01
  5.124000000000e-01   3.114210065605e-01   5.771795851410e-02   1.211732521617e-01   4.563735579200e-01
  5.136000000000e-01   3.154279799122e-01   5.860969665904e-02   1.213832532520e-01   4.536877236093e-01
  5.148000000000e-01   3.194828717993e-01   5.951438052537e-02   1.215966765845e-01   4.510234937633e-01
  5.160000000000e-01   3.235863280823e-01   6.043221144128e-02   1.218135782629e-01   4.483806300161e-01
  5.172000000000e-01   3.277389922748e-01   6.136339144116e-02   1.220340146902e-01   4.457589060454e-01
  5.184000000000e-01   3.319414986746e-01   6.230812171090e-02   1.222580421949e-01   4.431581110247e-01
  5.196000000000e-01   3.361944496427e-01   6.326659743285e-02   1.224857157985e-01   4.405780621345e-01
  5.208000000000e-01   3.404987716168e-01   6.423908822900e-02   1.227171083534e-01   4.380183925295e-01
  5.220000000000e-01   3.448548405775e-01   6.522574074779e-02   1.229522635954e-01   4.354790744831e-01
  5.232000000000e-01   3.492634154182e-01   6.622678930330e-02   1.231912462215e-01   4.329598588165e-01
  5.244000000000e-01   3.537255889197e-01   6.724254578614e-02   1.234341396418e-01   4.304603236000e-01
  5.256000000000e-01   3.582415048040e-01   6.827310747091e-02   1.236809760829e-01   4.279805892076e-01
  5.268000000000e-01   3.628122281164e-01   6.931878274195e-02   1.239318383785e-01   4.255202692177e-01
  5.280000000000e-01   3.674384949175e-01   7.037980660631e-02   1.241867919586e-01   4.230791727155e-01
  5.292000000000e-01   3.721210894752e-01   7.145642658403e-02   1.244459053876e-01   4.206570929096e-01
  5.304000000000e-01   3.768605596064e-01   7.254883715060e-02   1.247092345661e-01   4.182539519333e-01
  5.316000000000e-01   3.816581625249e-01   7.365739787952e-02   1.249768753305e-01   4.158693230565e-01
  5.328000000000e-01   3.865143051130e-01   7.478227373342e-02   1.252488767091e-01   4.135032174337e-01
  5.340000000000e-01   3.914299457564e-01   7.592375854761e-02   1.255253189507e-01   4.111553792525e-01
  5.352000000000e-01   3.964059247358e-01   7.708212054164e-02   1.258062762572e-01   4.088256220574e-01
  5.364000000000e-01   4.014430982546e-01   7.825763329280e-02   1.260918242581e-01   4.065137616165e-01
  5.376000000000e-01   4.065424670800e-01   7.945060591087e-02   1.263820473573e-01   4.042195587568e-01
  5.388000000000e-01   4.117045559665e-01   8.066123773416e-02   1.266770033618e-01   4.019429961122e-01
  5.400000000000e-01   4.169305761630e-01   8.188989059238e-02   1.269767897555e-01   3.996837592245e-01
  5.412000000000e-01   4.222214163979e-01   8.313685269282e-02   1.272814862440e-01   3.974416889478e-01
  5.424000000000e-01   4.275781645424e-01   8.440246108325e-02   1.275911846029e-01   3.952165524418e-01
  5.436000000000e-01   4.330012330274e-01   8.568689483183e-02   1.279059380361e-01   3.930084033167e-01
  5.448000000000e-01   4.384923880494e-01   8.699065543787e-02   1.282258788677e-01   3.908167520296e-01
  5.460000000000e-01   4.440519363085e-01   8.831390036430e-02   1.285510551950e-01   3.886417087656e-01
  5.472000000000e-01   4.496812307544e-01   8.965703736740e-02   1.288815766442e-01   3.864829743287e-01
  5.484000000000e-01   4.553812855969e-01   9.102039588064e-02   1.292175337530e-01   3.843403953538e-01
  5.496000000000e-01   4.611531322351e-01   9.240431146430e-02   1.295590186805e-01   3.822138208946e-01
  5.508000000000e-01   4.669978404843e-01   9.380913095955e-02   1.299061264805e-01   3.801030948977e-01
  5.520000000000e-01   4.729165344973e-01   9.523521643727e-02   1.302589560874e-01   3.780080514303e-01
  5.532000000000e-01   4.789103295440e-01   9.668293006476e-02   1.306176065784e-01   3.759285377015e-01
  5.544000000000e-01   4.849803869871e-01   9.815264740174e-02   1.309821804621e-01   3.738643946222e-01
  5.556000000000e-01   4.911279784766e-01   9.964477313153e-02   1.313527875986e-01   3.718154365758e-01
  5.568000000000e-01   4.973538064629e-01   1.011595758558e-01   1.317295041219e-01   3.697816741629e-01
  5.580000000000e-01   5.036598855563e-01   1.026976458265e-01   1.321124862634e-01   3.677626988239e-01
  5.592000000000e-01   5.100468468306e-01   1.042592389471e-01   1.325018071892e-01   3.657585616830e-01
  5.604000000000e-01   5.165163119771e-01   1.058448552460e-01   1.328976009570e-01   3.637690063003e-01
  5.616000000000e-01   5.230691572519e-01   1.074548147745e-01   1.332999568211e-01   3.617940168834e-01
  5.628000000000e-01   5.297071702065e-01   1.090896638997e-01   1.337090206698e-01   3.598333105954e-01
  5.640000000000e-01   5.364314245872e-01   1.107497763240e-01   1.341248953408e-01   3.578868297560e-01
  5.652000000000e-01   5.432434116033e-01   1.124356312515e-01   1.345477101576e-01   3.559544025336e-01
  5.664000000000e-01   5.501445268245e-01   1.141476871853e-01   1.349775893629e-01   3.540358955804e-01
  5.676000000000e-01   5.571361706739e-01   1.158864066553e-01   1.354146582937e-01   3.521311835444e-01
  5.688000000000e-01   5.642199214379e-01   1.176522994051e-01   1.358590542461e-01   3.502401028648e-01
  5.700000000000e-01   5.713972163206e-01   1.194458431239e-01   1.363109065451e-01   3.483625384958e-01
  5.712000000000e-01   5.786694317352e-01   1.212675031487e-01   1.367703414561e-01   3.464983991125e-01
  5.724000000000e-01   5.860383546446e-01   1.231178507681e-01   1.372375120381e-01   3.446474977912e-01
  5.736000000000e-01   5.935055136482e-01   1.249973958838e-01   1.377125559539e-01   3.428097247749e-01
  5.748000000000e-01   6.010725443840e-01   1.269066785262e-01   1.381956185373e-01   3.409849530390e-01
  5.760000000000e-01   6.087410250345e-01   1.288462275150e-01   1.386868423405e-01   3.391730787654e-01
  5.772000000000e-01   6.165130137248e-01   1.308166966867e-01   1.391864016574e-01   3.373738961903e-01
  5.784000000000e-01   6.243897430717e-01   1.328185341776e-01   1.396944186940e-01   3.355874012472e-01
  5.796000000000e-01   6.323733864136e-01   1.348524303890e-01   1.402110771429e-01   3.338133833260e-01
  5.808000000000e-01   6.404657537882e-01   1.369189874482e-01   1.407365383780e-01   3.320517270609e-01
  5.820000000000e-01   6.486683423064e-01   1.390187309946e-01   1.412709443282e-01   3.303023927310e-01
  5.832000000000e-01   6.569835363631e-01   1.411524175480e-01   1.418144957056e-01   3.285651606889e-01
  5.844000000000e-01   6.654129143105e-01   1.433206011547e-01   1.423673417099e-01   3.268399927167e-01
  5.856000000000e-01   6.739587128234e-01   1.455240089055e-01   1.429296756525e-01   3.251267237112e-01
  5.868000000000e-01   6.826228963016e-01   1.477633021517e-01   1.435016741127e-01   3.234252555380e-01
  5.880000000000e-01   6.914075541233e-01   1.500391786905e-01   1.440835229778e-01   3.217354751027e-01
  5.892000000000e-01   7.003148237198e-01   1.523523531372e-01   1.446754124384e-01   3.200572705036e-01
  5.904000000000e-01   7.093468749318e-01   1.547035529821e-01   1.452775359735e-01   3.183905341122e-01
  5.916000000000e-01   7.185059778138e-01   1.570935363905e-01   1.458900949069e-01   3.167351503516e-01
  5.928000000000e-01   7.277944070081e-01   1.595230674570e-01   1.465132920654e-01   3.150910136007e-01
  5.940000000000e-01   7.372145847099e-01   1.619929537320e-01   1.471473413991e-01   3.134580030161e-01
  5.952000000000e-01   7.467686812387e-01   1.645039415651e-01   1.477924411029e-01   3.118360515487e-01
  5.964000000000e-01   7.564592932179e-01   1.670568941725e-01   1.484488193321e-01   3.102250292079e-01
  5.976000000000e-01   7.662891693842e-01   1.696527204647e-01   1.491167159713e-01   3.086247939444e-01
  5.988000000000e-01   7.762604560042e-01   1.722921755281e-01   1.497963312596e-01   3.070353123999e-01
  6.000000000000e-01   7.863760444586e-01   1.749762166926e-01   1.504879174014e-01   3.054564409734e-01
  6.012000000000e-01   7.966384647232e-01   1.777057112146e-01   1.511917033258e-01   3.038881046996e-01
  6.024000000000e-01   8.070507696290e-01   1.804816711377e-01   1.519079551986e-01   3.023301596992e-01
  6.036000000000e-01   8.176155191176e-01   1.833049831619e-01   1.526369067507e-01   3.007825478719e-01
  6.048000000000e-01   8.283356930407e-01   1.861766518595e-01   1.533788220008e-01   2.992451589272e-01
  6.060000000000e-01   8.392142794664e-01   1.890976903107e-01   1.541339670429e-01   2.977178932379e-01
  6.072000000000e-01   8.502543230417e-01   1.920691331376e-01   1.549026133962e-01   2.962006545621e-01
  6.084000000000e-01   8.614588142589e-01   1.950920067483e-01   1.556850302872e-01   2.946933648027e-01
  6.096000000000e-01   8.728313027678e-01   1.981674951914e-01   1.564815275796e-01   2.931958825558e-01
  6.108000000000e-01   8.843746889838e-01   2.012966139704e-01   1.572923713111e-01   2.917081641993e-01
  6.120000000000e-01   8.960924561577e-01   2.044805430991e-01   1.581178699148e-01   2.902301003384e-01
  6.132000000000e-01   9.079880502552e-01   2.077204598489e-01   1.589583309051e-01   2.887615986874e-01
  6.144000000000e-01   9.200649962902e-01   2.110175703944e-01   1.598140690574e-01   2.873025687973e-01
  6.156000000000e-01   9.323269075692e-01   2.143731125688e-01   1.606854071089e-01   2.858529211606e-01
  6.168000000000e-01   9.447774896336e-01   2.177883571973e-01   1.615726760908e-01   2.844125670404e-01
  6.180000000000e-01   9.574206810586e-01   2.212646471200e-01   1.624762254584e-01   2.829814030044e-01
  6.192000000000e-01   9.702599570807e-01   2.248032057621e-01   1.633963733081e-01   2.815593891867e-01
  6.204000000000e-01   9.832997045195e-01   2.284055158632e-01   1.643335048201e-01   2.801463955105e-01
  6.216000000000e-01   9.965440278257e-01   2.320729914045e-01   1.652879869646e-01   2.787423368141e-01
  6.228000000000e-01   1.009996879904e+00   2.358070130005e-01   1.662601776412e-01   2.773471551658e-01
  6.240000000000e-01   1.023663071676e+00   2.396092085670e-01   1.672504987412e-01   2.759607159925e-01
  6.252000000000e-01   1.037546292407e+00   2.434809033605e-01   1.682592929065e-01   2.745830110099e-01
  6.264000000000e-01   1.051651639082e+00   2.474238241184e-01   1.692870069131e-01   2.732139022488e-01
  6.276000000000e-01   1.065983634208e+00   2.514395475931e-01   1.703340480008e-01   2.718533224072e-01
  6.288000000000e-01   1.080547064613e+00   2.555297344659e-01   1.714008447837e-01   2.705011907528e-01
  6.300000000000e-01   1.095346848957e+00   2.596960928216e-01   1.724878377118e-01   2.691574268369e-01
  6.312000000000e-01   1.110388037406e+00   2.639403784399e-01   1.735954791219e-01   2.678219509034e-01
  6.324000000000e-01   1.125675815755e+00   2.682643963386e-01   1.747242336138e-01   2.664946838761e-01
  6.336000000000e-01   1.141215485418e+00   2.726699954854e-01   1.758745766411e-01   2.651755493840e-01
  6.348000000000e-01   1.157012563496e+00   2.771590975889e-01   1.770470020003e-01   2.638644656717e-01
  6.360000000000e-01   1.173072673158e+00   2.817336664927e-01   1.782420138100e-01   2.625613554133e-01
  6.372000000000e-01   1.189401534062e+00   2.863957057225e-01   1.794601258335e-01   2.612661464209e-01
  6.384000000000e-01   1.206005101339e+00   2.911472985590e-01   1.807018719152e-01   2.599787608485e-01
  6.396000000000e-01   1.222889470970e+00   2.959905815790e-01   1.819677990338e-01   2.586991233360e-01
  6.408000000000e-01   1.240060907442e+00   3.009277530120e-01   1.832584694488e-01   2.574271591572e-01
  6.420000000000e-01   1.257525882131e+00   3.059610843014e-01   1.845744636849e-01   2.561627918483e-01
  6.432000000000e-01   1.275290751884e+00   3.110928277625e-01   1.859163563452e-01   2.549059663377e-01
  6.444000000000e-01   1.293362845846e+00   3.163255311606e-01   1.872847983287e-01   2.536565726976e-01
  6.456000000000e-01   1.311748805837e+00   3.216615586873e-01   1.886803915253e-01   2.524145636008e-01
  6.468000000000e-01   1.330455839774e+00   3.271034535856e-01   1.901037835922e-01   2.511798660364e-01
